title,address,city,state,zip_code,price,beds,baths,area,region
House For Sale,407 Pond St,Syracuse ,NY ,13208,38250,2,2,1216,syracuse
House For Sale,2515 Lodi St,Syracuse ,NY ,13208,44900,2,1,1106,syracuse
House For Sale,1355 Oak St,Syracuse ,NY ,13203,79900,3,1,1179,syracuse
Apartment For Sale,262 North Ave,Syracuse ,NY ,13206,125000,,,,syracuse
House For Sale,208 Hixson Ave,Syracuse ,NY ,13206,92700,3,2,1236,syracuse
House For Sale,5404 S Salina St,Syracuse ,NY ,13205,89900,4,2,1840,syracuse
House For Sale,200 Stafford Ave,Syracuse ,NY ,13206,86900,3,1,1664,syracuse
House For Sale,309 Arlington Ave,Syracuse ,NY ,13207,74000,3,1,1400,syracuse
House For Sale,210 Hunt Ave,Syracuse ,NY ,13207,5000,3,1,1116,syracuse
For Sale by Owner,152 Hillsdale Ave,Syracuse ,NY ,13206,134900,3,2,1955,syracuse
House For Sale,211 Bennington Dr # 17,Syracuse ,NY ,13205,29900,2,1,868,syracuse
House For Sale,222 Hazelwood Ave,Syracuse ,NY ,13224,84900,3,1,1272,syracuse
